post_id,author_id,author_username,author_followers,author_account_age_days,has_media,views,likes,retweets,replies,bookmarks,quotes,content_type,ai_generated,lang,engagement_total,engagement_rate,hashtags,created_at,ai_confidence,detection_method
treatment_000308,user_3840,user_94664,741,1475,True,11247,686,161,86,129,12,treatment,True,en,945,0.0840224059749266,"AIGenerated,AIArt",2025-02-10,1.0,pre_labeled
control_000081,user_2265,user_48073,215,1542,True,4487,201,42,22,63,12,control,False,en,277,0.0617338979273456,"portrait,digitalart,artistsontwitter",2025-01-28,1.0,pre_labeled
treatment_000430,user_1759,user_83931,472,1511,True,5807,140,93,57,57,11,treatment,True,en,301,0.0518339934561735,AIGenerated,2025-04-14,1.0,pre_labeled
treatment_000370,user_4019,user_66607,409,913,True,6387,164,54,18,81,11,treatment,True,en,247,0.0386723031157037,GrokImage,2025-03-05,1.0,pre_labeled
control_000551,user_8325,user_43538,139,373,False,2813,172,17,27,30,4,control,False,en,220,0.0782083185211518,artistsontwitter,2025-04-08,1.0,pre_labeled
treatment_000181,user_2370,user_73179,743,1833,True,5131,405,33,44,32,23,treatment,True,en,505,0.0984213603586045,"AIArt,AIArt",2025-03-15,1.0,pre_labeled
control_000410,user_8081,user_47103,1024,988,True,1243,61,16,6,9,6,control,False,en,89,0.0716009654062751,"photography,artistsontwitter",2025-01-07,1.0,pre_labeled
treatment_000538,user_5862,user_79775,827,224,True,18929,1083,177,103,234,71,treatment,True,en,1434,0.0757567753182946,"AIGenerated,AIArt,AIArt",2025-03-30,1.0,pre_labeled
control_000115,user_6468,user_55942,73,49,True,3526,77,38,31,17,7,control,False,en,153,0.0433919455473624,"artistsontwitter,artistsontwitter,digitalart",2025-01-27,1.0,pre_labeled
control_000667,user_5643,user_99886,287,298,True,6083,246,66,35,83,7,control,False,en,354,0.0581949695873746,photography,2025-01-19,1.0,pre_labeled
treatment_000296,user_8647,user_85190,678,1360,False,15662,1089,108,112,103,17,treatment,True,en,1326,0.0846635167922359,SyntheticMedia,2025-03-31,1.0,pre_labeled
control_000683,user_3461,user_34872,980,1929,True,8516,282,128,55,76,19,control,False,en,484,0.0568341944574917,digitalart,2025-03-01,1.0,pre_labeled
treatment_000461,user_2262,user_93222,760,1129,True,10770,622,207,74,124,38,treatment,True,en,941,0.087372330547818,"AIGenerated,SyntheticMedia",2025-03-02,1.0,pre_labeled
control_000793,user_2706,user_52504,800,657,False,2312,145,20,20,31,10,control,False,en,195,0.0843425605536332,digitalart,2025-01-25,1.0,pre_labeled
treatment_000785,user_6293,user_38586,409,922,True,13905,279,261,39,147,22,treatment,True,en,601,0.0432218626393383,"GrokImage,GrokImage",2025-03-21,1.0,pre_labeled
treatment_000377,user_7720,user_27244,520,505,True,11345,801,112,84,104,43,treatment,True,en,1040,0.0916703393565447,"AIGenerated,SyntheticMedia,AIArt",2025-02-16,1.0,pre_labeled
control_000671,user_7357,user_97993,577,1176,True,3641,266,39,17,40,16,control,False,en,338,0.0928316396594342,digitalart,2025-01-17,1.0,pre_labeled
treatment_000126,user_1712,user_58712,401,1408,True,14876,1126,95,61,48,68,treatment,True,en,1350,0.0907502016671148,"AIArt,AIArt",2025-02-07,1.0,pre_labeled
control_000020,user_1583,user_81700,474,601,True,7635,469,87,40,47,13,control,False,en,609,0.0797642436149312,"photography,digitalart",2025-01-26,1.0,pre_labeled
treatment_000567,user_3244,user_50794,363,993,True,16895,415,271,40,120,63,treatment,True,en,789,0.0467002071618822,SyntheticMedia,2025-03-19,1.0,pre_labeled
treatment_000355,user_9930,user_62840,1018,1306,True,5388,265,79,49,70,17,treatment,True,en,410,0.0760950259836674,GrokImage,2025-01-29,1.0,pre_labeled
control_000745,user_3761,user_15588,297,1110,True,5825,454,52,56,58,9,control,False,en,571,0.0980257510729613,"artistsontwitter,artistsontwitter,photography",2025-01-08,1.0,pre_labeled
treatment_000209,user_8007,user_56824,1769,1563,True,10425,405,172,81,130,40,treatment,True,en,698,0.0669544364508393,AIArt,2025-04-25,1.0,pre_labeled
treatment_000140,user_9843,user_72178,294,1206,True,15214,621,287,42,183,23,treatment,True,en,973,0.0639542526620218,SyntheticMedia,2025-04-16,1.0,pre_labeled
control_000688,user_1893,user_87837,851,1367,True,4352,172,33,36,21,11,control,False,en,252,0.0579044117647058,"portrait,artistsontwitter,photography",2025-01-15,1.0,pre_labeled
control_000320,user_8011,user_61621,1017,1232,True,2283,127,43,16,15,5,control,False,en,191,0.0836618484450284,"portrait,digitalart",2025-01-07,1.0,pre_labeled
control_000247,user_3378,user_99448,118,1163,True,6601,272,127,19,95,32,control,False,en,450,0.0681714891683078,"digitalart,digitalart",2025-04-24,1.0,pre_labeled
control_000646,user_2915,user_26758,516,1821,True,2064,88,19,17,10,2,control,False,en,126,0.0610465116279069,"photography,artistsontwitter,portrait",2025-01-04,1.0,pre_labeled
control_000010,user_8006,user_29034,1316,1801,False,2819,189,47,17,17,10,control,False,en,263,0.093295494856332,"photography,digitalart",2025-04-12,1.0,pre_labeled
treatment_000588,user_8533,user_90177,649,393,True,10934,455,138,53,120,42,treatment,True,en,688,0.0629229925004572,"SyntheticMedia,AIGenerated,GrokAI",2025-02-17,1.0,pre_labeled
control_000213,user_1953,user_38983,416,830,True,6297,151,60,58,60,20,control,False,en,289,0.0458948705732888,"digitalart,digitalart,digitalart",2025-04-29,1.0,pre_labeled
control_000099,user_5178,user_82598,349,675,True,8609,387,80,76,33,29,control,False,en,572,0.0664420954814728,digitalart,2025-03-06,1.0,pre_labeled
treatment_000010,user_5737,user_13975,239,1645,True,17572,1335,261,169,98,71,treatment,True,en,1836,0.1044844070111541,GrokImage,2025-04-06,1.0,pre_labeled
control_000012,user_8124,user_60932,843,1979,True,9656,193,131,77,110,41,control,False,en,442,0.0457746478873239,"digitalart,digitalart",2025-03-25,1.0,pre_labeled
treatment_000282,user_7039,user_96220,135,1614,True,15876,680,200,106,147,65,treatment,True,en,1051,0.0662005542957923,"AIGenerated,SyntheticMedia,AIArt",2025-03-28,1.0,pre_labeled
treatment_000291,user_3402,user_50341,975,110,True,13390,1053,101,129,166,29,treatment,True,en,1312,0.09798356982823,GrokAI,2025-04-25,1.0,pre_labeled
treatment_000620,user_4902,user_95493,406,1498,True,9717,280,169,73,80,22,treatment,True,en,544,0.0559843573119275,"GrokImage,GrokAI",2025-03-15,1.0,pre_labeled
control_000089,user_9915,user_50029,277,744,True,7066,506,119,20,61,31,control,False,en,676,0.0956694027738465,"digitalart,portrait",2025-03-20,1.0,pre_labeled
treatment_000129,user_6711,user_62020,590,1491,True,12967,285,165,73,178,29,treatment,True,en,552,0.0425695997532197,GrokImage,2025-01-26,1.0,pre_labeled
treatment_000323,user_9243,user_31929,1016,323,True,7254,451,111,49,70,27,treatment,True,en,638,0.0879514750482492,"GrokAI,AIGenerated",2025-02-26,1.0,pre_labeled
control_000049,user_6986,user_70528,173,1467,True,5298,121,93,12,22,15,control,False,en,241,0.0454888637221593,photography,2025-04-11,1.0,pre_labeled
treatment_000576,user_9331,user_96609,112,1497,False,9572,550,134,32,110,41,treatment,True,en,757,0.0790848307563727,"GrokImage,SyntheticMedia,SyntheticMedia",2025-02-18,1.0,pre_labeled
control_000615,user_8914,user_11299,136,1231,False,2712,176,47,7,33,10,control,False,en,240,0.0884955752212389,photography,2025-02-18,1.0,pre_labeled
control_000790,user_4732,user_33908,504,969,True,2556,192,23,6,14,3,control,False,en,224,0.0876369327073552,"portrait,portrait",2025-04-08,1.0,pre_labeled
treatment_000597,user_8014,user_68808,300,429,False,6474,327,55,31,49,29,treatment,True,en,442,0.0682730923694779,"SyntheticMedia,GrokImage,GrokImage",2025-01-16,1.0,pre_labeled
treatment_000741,user_7862,user_31747,814,834,True,11913,437,101,54,136,54,treatment,True,en,646,0.0542264752791068,"GrokImage,AIArt",2025-04-11,1.0,pre_labeled
control_000747,user_1097,user_69414,72,54,False,7074,204,50,29,97,27,control,False,en,310,0.043822448402601,photography,2025-02-16,1.0,pre_labeled
treatment_000158,user_5544,user_97430,240,1882,True,5329,368,88,47,71,21,treatment,True,en,524,0.0983298930380934,"AIGenerated,GrokAI",2025-02-02,1.0,pre_labeled
control_000749,user_9022,user_19334,279,1722,False,4538,227,45,24,56,12,control,False,en,308,0.0678713089466725,portrait,2025-04-27,1.0,pre_labeled
treatment_000516,user_8933,user_73866,1744,962,True,8613,318,144,72,75,39,treatment,True,en,573,0.0665273423894113,AIGenerated,2025-02-23,1.0,pre_labeled
control_000340,user_2792,user_48493,1036,953,True,4490,281,25,19,66,10,control,False,en,335,0.0746102449888641,"artistsontwitter,artistsontwitter,digitalart",2025-03-06,1.0,pre_labeled
treatment_000195,user_1788,user_66340,1183,1052,True,21486,1538,138,212,296,55,treatment,True,en,1943,0.0904309783114586,"AIGenerated,SyntheticMedia,AIGenerated",2025-02-16,1.0,pre_labeled
control_000520,user_4729,user_63386,249,289,True,6032,143,72,40,35,22,control,False,en,277,0.0459217506631299,"artistsontwitter,digitalart",2025-02-21,1.0,pre_labeled
control_000114,user_9837,user_23215,138,1581,True,6406,456,39,61,92,16,control,False,en,572,0.0892912894161723,photography,2025-04-01,1.0,pre_labeled
treatment_000410,user_2568,user_66102,79,908,True,2734,105,15,25,31,9,treatment,True,en,154,0.0563277249451353,"GrokAI,AIGenerated",2025-02-21,1.0,pre_labeled
treatment_000096,user_3155,user_55837,205,195,True,27188,1398,154,202,307,51,treatment,True,en,1805,0.0663895836398411,"AIArt,GrokAI,GrokImage",2025-03-10,1.0,pre_labeled
control_000535,user_6775,user_85516,865,608,True,4300,90,63,13,40,17,control,False,en,183,0.0425581395348837,"digitalart,digitalart,portrait",2025-02-05,1.0,pre_labeled
treatment_000680,user_7510,user_23633,210,1921,True,15651,657,140,47,132,33,treatment,True,en,877,0.0560347581624177,"SyntheticMedia,AIArt,SyntheticMedia",2025-02-18,1.0,pre_labeled
treatment_000156,user_2136,user_46070,195,194,True,4986,127,89,31,46,9,treatment,True,en,256,0.0513437625350982,GrokAI,2025-01-11,1.0,pre_labeled
treatment_000419,user_5556,user_49607,1052,287,True,11474,710,129,65,77,15,treatment,True,en,919,0.0800941258497472,"GrokAI,SyntheticMedia,AIArt",2025-02-21,1.0,pre_labeled
control_000703,user_1188,user_53313,445,471,True,5744,144,53,52,22,23,control,False,en,272,0.0473537604456824,portrait,2025-03-12,1.0,pre_labeled
treatment_000477,user_1160,user_79634,1859,978,True,14112,697,178,119,145,49,treatment,True,en,1043,0.0739087301587301,AIGenerated,2025-03-18,1.0,pre_labeled
control_000757,user_4270,user_46729,273,1298,True,4467,300,62,10,54,4,control,False,en,376,0.0841728229236624,"portrait,digitalart,portrait",2025-03-16,1.0,pre_labeled
treatment_000727,user_1789,user_22438,157,1161,True,7578,345,97,29,55,8,treatment,True,en,479,0.0632092900501451,"SyntheticMedia,SyntheticMedia,GrokAI",2025-03-02,1.0,pre_labeled
control_000278,user_5145,user_66238,444,1525,True,4526,230,54,35,19,9,control,False,en,328,0.0724701723376049,photography,2025-02-14,1.0,pre_labeled
treatment_000447,user_9599,user_51847,606,1533,True,16093,1286,101,90,48,43,treatment,True,en,1520,0.0944510035419126,"SyntheticMedia,GrokAI",2025-01-15,1.0,pre_labeled
control_000356,user_9251,user_99129,129,1004,True,6127,165,104,14,20,14,control,False,en,297,0.0484739676840215,"artistsontwitter,portrait,portrait",2025-04-07,1.0,pre_labeled
treatment_000178,user_9104,user_41577,264,238,True,12394,581,208,79,37,53,treatment,True,en,921,0.0743101500726157,"GrokImage,AIArt,AIArt",2025-04-25,1.0,pre_labeled
treatment_000390,user_7719,user_47396,785,1995,True,6067,156,58,12,89,10,treatment,True,en,236,0.0388989615955167,GrokAI,2025-01-24,1.0,pre_labeled
treatment_000578,user_9041,user_55279,526,1358,False,12252,381,83,68,156,19,treatment,True,en,551,0.0449722494286647,GrokAI,2025-04-24,1.0,pre_labeled
control_000573,user_5348,user_53052,581,959,False,3990,260,53,32,47,11,control,False,en,356,0.0892230576441102,artistsontwitter,2025-04-06,1.0,pre_labeled
treatment_000721,user_9380,user_74039,407,1744,True,20141,1429,244,114,182,77,treatment,True,en,1864,0.0925475398440991,"AIGenerated,SyntheticMedia,GrokAI",2025-02-21,1.0,pre_labeled
control_000548,user_6191,user_38236,280,1689,False,4845,318,57,46,35,8,control,False,en,429,0.0885448916408668,"artistsontwitter,portrait",2025-03-12,1.0,pre_labeled
treatment_000780,user_8900,user_36679,606,679,True,12180,691,203,46,39,13,treatment,True,en,953,0.0782430213464696,"GrokImage,AIArt,GrokImage",2025-04-26,1.0,pre_labeled
control_000542,user_7589,user_70118,277,239,True,1151,36,8,8,10,1,control,False,en,53,0.0460469157254561,"artistsontwitter,digitalart",2025-02-18,1.0,pre_labeled
treatment_000714,user_9280,user_32217,670,920,True,11428,297,163,81,41,21,treatment,True,en,562,0.0491774588729436,"GrokImage,GrokAI,AIGenerated",2025-03-26,1.0,pre_labeled
control_000188,user_7411,user_69462,808,170,True,3148,239,51,6,37,5,control,False,en,301,0.0956162642947903,"digitalart,digitalart,portrait",2025-03-22,1.0,pre_labeled
control_000477,user_1002,user_53557,1670,1243,True,8505,265,132,69,90,19,control,False,en,485,0.0570252792475014,"artistsontwitter,artistsontwitter,portrait",2025-03-22,1.0,pre_labeled
control_000263,user_3334,user_85642,956,1018,True,4467,128,24,33,31,19,control,False,en,204,0.0456682337139019,photography,2025-02-06,1.0,pre_labeled
control_000041,user_7198,user_17051,370,130,True,11322,228,82,92,153,41,control,False,en,443,0.0391273626567744,"photography,photography",2025-03-28,1.0,pre_labeled
control_000038,user_8313,user_39095,724,707,True,5367,139,27,14,28,18,control,False,en,198,0.0368921185019564,"digitalart,digitalart",2025-02-25,1.0,pre_labeled
treatment_000294,user_5904,user_39573,1371,332,True,13956,854,278,75,154,14,treatment,True,en,1221,0.0874892519346517,AIArt,2025-01-22,1.0,pre_labeled
control_000105,user_2265,user_19337,463,1836,False,2002,88,24,18,20,7,control,False,en,137,0.0684315684315684,photography,2025-02-25,1.0,pre_labeled
control_000193,user_8296,user_86553,483,1762,True,5466,201,90,51,64,20,control,False,en,362,0.0662275887303329,"portrait,artistsontwitter,photography",2025-02-22,1.0,pre_labeled
treatment_000088,user_7909,user_11417,386,1177,True,17613,766,89,130,160,41,treatment,True,en,1026,0.058252427184466,"AIArt,AIArt",2025-02-25,1.0,pre_labeled
treatment_000041,user_7822,user_69063,324,1250,True,6101,439,64,39,30,18,treatment,True,en,560,0.0917882314374692,"AIGenerated,SyntheticMedia,GrokImage",2025-04-06,1.0,pre_labeled
treatment_000131,user_5981,user_72979,265,508,True,14531,1037,106,44,129,38,treatment,True,en,1225,0.0843025256348496,"SyntheticMedia,GrokAI",2025-03-10,1.0,pre_labeled
control_000255,user_6985,user_71723,45,521,True,1691,105,24,16,15,1,control,False,en,146,0.0863394441159077,"digitalart,portrait",2025-04-27,1.0,pre_labeled
control_000162,user_1405,user_90427,193,245,False,2405,95,32,20,12,10,control,False,en,157,0.0652806652806652,"artistsontwitter,photography",2025-03-18,1.0,pre_labeled
control_000647,user_8005,user_34926,80,779,False,4518,242,84,16,15,14,control,False,en,356,0.0787959274015051,photography,2025-03-27,1.0,pre_labeled
control_000679,user_2906,user_98063,625,1764,False,7926,170,104,49,25,14,control,False,en,337,0.0425182942215493,"artistsontwitter,portrait",2025-01-23,1.0,pre_labeled
control_000174,user_5702,user_91116,625,1420,False,5850,245,50,34,22,25,control,False,en,354,0.0605128205128205,digitalart,2025-02-13,1.0,pre_labeled
treatment_000164,user_4761,user_95421,114,1468,True,7468,249,137,28,37,26,treatment,True,en,440,0.0589180503481521,GrokAI,2025-04-16,1.0,pre_labeled
treatment_000290,user_8267,user_55260,616,930,True,8735,259,138,42,51,14,treatment,True,en,453,0.0518603319977103,AIArt,2025-02-21,1.0,pre_labeled
control_000711,user_9521,user_96758,356,1800,True,4069,224,49,25,51,7,control,False,en,305,0.0749569918898992,"digitalart,photography,portrait",2025-04-06,1.0,pre_labeled
treatment_000669,user_2188,user_15447,91,552,False,9213,586,170,30,118,29,treatment,True,en,815,0.0884619559318354,SyntheticMedia,2025-04-14,1.0,pre_labeled
treatment_000348,user_2626,user_72023,10,1794,True,20212,460,154,120,289,66,treatment,True,en,800,0.039580447259054,GrokImage,2025-02-20,1.0,pre_labeled
treatment_000571,user_4745,user_40895,408,1365,True,3638,223,31,32,15,11,treatment,True,en,297,0.0816382627817482,AIGenerated,2025-01-23,1.0,pre_labeled
control_000639,user_4889,user_70223,193,234,True,9451,527,149,79,104,26,control,False,en,781,0.0826367580150248,photography,2025-02-16,1.0,pre_labeled
control_000704,user_6056,user_94276,195,1210,True,3842,239,27,28,52,14,control,False,en,308,0.0801665799062988,photography,2025-02-14,1.0,pre_labeled
treatment_000777,user_2066,user_81928,440,1482,False,8082,527,111,32,91,32,treatment,True,en,702,0.086859688195991,"GrokImage,GrokImage,AIArt",2025-03-05,1.0,pre_labeled
control_000140,user_8990,user_54412,180,1545,True,3628,189,47,29,19,13,control,False,en,278,0.0766262403528114,"artistsontwitter,portrait",2025-02-24,1.0,pre_labeled
control_000253,user_4252,user_56235,283,1932,True,4896,155,46,28,51,14,control,False,en,243,0.0496323529411764,photography,2025-01-03,1.0,pre_labeled
control_000557,user_6284,user_13162,539,443,True,2802,147,46,18,37,7,control,False,en,218,0.0778015703069236,"portrait,photography",2025-02-11,1.0,pre_labeled
treatment_000458,user_8566,user_58636,867,839,True,14437,997,147,144,99,41,treatment,True,en,1329,0.0920551361086098,"AIArt,AIArt,AIGenerated",2025-03-10,1.0,pre_labeled
treatment_000375,user_1850,user_40496,159,1587,True,9648,200,142,38,42,31,treatment,True,en,411,0.0425995024875621,"GrokImage,GrokAI",2025-04-01,1.0,pre_labeled
treatment_000333,user_8467,user_78660,344,847,True,7403,461,127,32,48,11,treatment,True,en,631,0.085235715250574,GrokImage,2025-04-01,1.0,pre_labeled
control_000766,user_3236,user_15447,818,46,False,3946,99,20,17,23,7,control,False,en,143,0.0362392295995945,"artistsontwitter,artistsontwitter,artistsontwitter",2025-03-20,1.0,pre_labeled
control_000618,user_6541,user_96292,391,1076,True,4729,162,23,26,30,21,control,False,en,232,0.0490589976739268,photography,2025-01-08,1.0,pre_labeled
control_000364,user_5779,user_15887,760,338,True,4604,134,72,30,24,15,control,False,en,251,0.0545178105994787,photography,2025-01-08,1.0,pre_labeled
treatment_000798,user_3838,user_86070,227,876,True,17601,616,260,41,193,21,treatment,True,en,938,0.0532924265666723,"GrokAI,AIArt,AIGenerated",2025-02-03,1.0,pre_labeled
