post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate
treatment_000721,user_7034,user_62636,218,33,2022-01-01,Synthetic treatment post #721,2025-01-31,en,False,photo,,223,51,78,8070,61,26,"grokai,grokimage,aigenerated",treatment,True,378,0.04684014869888476
control_000548,user_5219,user_37374,491,1455,2022-01-01,Synthetic control post #548,2025-04-16,en,True,photo,,294,74,31,3934,12,15,"photography,artistsontwitter",control,False,414,0.10523640061006609
treatment_000780,user_4544,user_71322,601,220,2022-01-01,Synthetic treatment post #780,2025-02-03,en,True,photo,,412,120,84,9963,81,23,"grokimage,aiart",treatment,True,639,0.06413730803974707
control_000542,user_8112,user_26680,880,1429,2022-01-01,Synthetic control post #542,2025-04-03,en,True,photo,,120,20,8,2752,31,4,"portrait,digitalart",control,False,152,0.055232558139534885
treatment_000714,user_1893,user_39083,464,1638,2022-01-01,Synthetic treatment post #714,2025-01-27,en,True,photo,,918,102,65,12603,132,26,"syntheticmedia,grokai",treatment,True,1111,0.08815361421883679
control_000188,user_1217,user_89468,188,1563,2022-01-01,Synthetic control post #188,2025-01-20,en,True,photo,,137,10,18,2078,25,5,portrait,control,False,170,0.08180943214629452
control_000477,user_6244,user_12052,407,472,2022-01-01,Synthetic control post #477,2025-04-06,en,True,photo,,323,104,17,5357,28,23,portrait,control,False,467,0.08717565801754713
control_000263,user_7963,user_74709,320,1669,2022-01-01,Synthetic control post #263,2025-03-17,en,True,photo,,107,27,6,2324,14,10,digitalart,control,False,150,0.06454388984509467
control_000041,user_7419,user_41453,568,1424,2022-01-01,Synthetic control post #41,2025-01-22,en,True,photo,,355,65,16,5368,54,21,photography,control,False,457,0.08513412816691505
control_000038,user_3271,user_89628,735,1845,2022-01-01,Synthetic control post #38,2025-03-04,en,True,photo,,318,71,18,5484,40,22,artistsontwitter,control,False,429,0.07822757111597374
treatment_000294,user_6981,user_94523,963,514,2022-01-01,Synthetic treatment post #294,2025-03-02,en,True,photo,,726,129,166,17144,161,66,aigenerated,treatment,True,1087,0.06340410639290714
control_000105,user_7919,user_21569,209,1368,2022-01-01,Synthetic control post #105,2025-03-23,en,True,photo,,62,12,16,2471,14,3,photography,control,False,93,0.03763658437879401
control_000193,user_1186,user_47723,175,1185,2022-01-01,Synthetic control post #193,2025-04-18,en,True,photo,,55,16,8,1270,13,1,"photography,portrait,artistsontwitter",control,False,80,0.06299212598425197
treatment_000088,user_3807,user_73456,817,1058,2022-01-01,Synthetic treatment post #88,2025-04-25,en,False,photo,,184,93,60,6594,76,23,"grokai,syntheticmedia,aiart",treatment,True,360,0.0545950864422202
treatment_000041,user_8623,user_31251,571,479,2022-01-01,Synthetic treatment post #41,2025-01-05,en,True,photo,,477,95,38,9013,50,30,"grokai,aigenerated,aiart",treatment,True,640,0.0710085432153556
treatment_000131,user_4133,user_48453,665,1590,2022-01-01,Synthetic treatment post #131,2025-01-15,en,True,photo,,425,98,74,8721,112,25,aigenerated,treatment,True,622,0.07132209608989795
control_000255,user_1975,user_50635,377,309,2022-01-01,Synthetic control post #255,2025-01-11,en,False,photo,,67,8,2,1231,17,4,"photography,portrait",control,False,81,0.06580016246953696
control_000162,user_2215,user_34049,617,498,2022-01-01,Synthetic control post #162,2025-04-22,en,True,photo,,323,39,19,5874,58,18,"digitalart,artistsontwitter,photography",control,False,399,0.067926455566905
control_000647,user_8719,user_15372,67,624,2022-01-01,Synthetic control post #647,2025-03-28,en,True,photo,,372,27,13,5370,72,21,"artistsontwitter,photography",control,False,433,0.08063314711359404
control_000679,user_7265,user_96556,586,1432,2022-01-01,Synthetic control post #679,2025-04-27,en,True,photo,,78,8,5,1243,11,3,"photography,artistsontwitter",control,False,94,0.0756234915526951
control_000174,user_7154,user_38809,261,245,2022-01-01,Synthetic control post #174,2025-04-01,en,False,photo,,574,126,65,7283,65,7,"artistsontwitter,portrait",control,False,772,0.1060002746121104
treatment_000164,user_4734,user_38172,737,642,2022-01-01,Synthetic treatment post #164,2025-02-11,en,True,photo,,674,239,61,12265,163,45,"grokimage,aiart,grokai",treatment,True,1019,0.08308194048104361
treatment_000290,user_4210,user_25566,702,1830,2022-01-01,Synthetic treatment post #290,2025-04-30,en,True,photo,,153,127,33,7594,108,9,"aiart,grokai,aigenerated",treatment,True,322,0.04240189623386884
control_000711,user_7994,user_74489,381,136,2022-01-01,Synthetic control post #711,2025-03-12,en,True,photo,,500,123,17,7056,47,24,"artistsontwitter,digitalart,portrait",control,False,664,0.09410430839002268
treatment_000669,user_3749,user_31750,37,865,2022-01-01,Synthetic treatment post #669,2025-04-18,en,True,photo,,200,191,24,9970,66,16,"syntheticmedia,grokimage",treatment,True,431,0.04322968906720161
treatment_000348,user_8680,user_50438,330,1380,2022-01-01,Synthetic treatment post #348,2025-04-09,en,True,photo,,289,158,23,8648,91,24,"aigenerated,grokimage",treatment,True,494,0.057123034227567066
treatment_000571,user_2522,user_95577,617,437,2022-01-01,Synthetic treatment post #571,2025-02-18,en,True,photo,,822,89,102,11247,80,18,aigenerated,treatment,True,1031,0.09166888948163955
control_000639,user_4639,user_36174,188,1381,2022-01-01,Synthetic control post #639,2025-04-22,en,True,photo,,67,26,7,2600,26,10,"photography,portrait,digitalart",control,False,110,0.04230769230769231
control_000704,user_6805,user_47867,490,1520,2022-01-01,Synthetic control post #704,2025-04-09,en,True,photo,,142,34,7,2474,30,3,"photography,artistsontwitter",control,False,186,0.07518189167340339
treatment_000777,user_8791,user_80227,544,767,2022-01-01,Synthetic treatment post #777,2025-03-08,en,True,photo,,1017,82,95,16242,52,49,"aiart,grokai",treatment,True,1243,0.0765299839921192
control_000140,user_9002,user_92747,1001,684,2022-01-01,Synthetic control post #140,2025-02-24,en,True,photo,,366,93,35,5610,72,27,artistsontwitter,control,False,521,0.0928698752228164
control_000253,user_9500,user_63508,842,1789,2022-01-01,Synthetic control post #253,2025-03-19,en,False,photo,,45,17,4,2179,11,3,"artistsontwitter,digitalart",control,False,69,0.03166590178981184
control_000557,user_3272,user_44290,46,759,2022-01-01,Synthetic control post #557,2025-02-19,en,True,photo,,436,61,56,6493,73,30,photography,control,False,583,0.0897890035422763
treatment_000458,user_9975,user_64654,300,250,2022-01-01,Synthetic treatment post #458,2025-04-29,en,True,photo,,642,259,74,13116,116,63,syntheticmedia,treatment,True,1038,0.07913998170173833
treatment_000375,user_9344,user_97658,114,1378,2022-01-01,Synthetic treatment post #375,2025-04-20,en,True,photo,,246,110,61,7764,30,24,"aigenerated,grokai",treatment,True,441,0.05680061823802164
treatment_000333,user_9185,user_52961,287,868,2022-01-01,Synthetic treatment post #333,2025-03-03,en,True,photo,,546,67,32,7318,85,17,grokimage,treatment,True,662,0.0904618748291883
control_000766,user_3773,user_92850,242,65,2022-01-01,Synthetic control post #766,2025-04-27,en,True,photo,,276,54,36,4242,15,19,"portrait,digitalart",control,False,385,0.09075907590759076
control_000618,user_5955,user_79066,480,1645,2022-01-01,Synthetic control post #618,2025-01-11,en,True,photo,,337,117,45,5879,23,11,artistsontwitter,control,False,510,0.08674944718489538
control_000364,user_9893,user_81027,622,910,2022-01-01,Synthetic control post #364,2025-03-05,en,True,photo,,426,80,43,6552,77,23,"portrait,artistsontwitter",control,False,572,0.0873015873015873
treatment_000798,user_1177,user_91532,431,380,2022-01-01,Synthetic treatment post #798,2025-04-18,en,True,photo,,233,95,41,5807,71,10,syntheticmedia,treatment,True,379,0.06526605820561392
control_000624,user_4863,user_24804,64,692,2022-01-01,Synthetic control post #624,2025-02-22,en,True,photo,,205,30,23,5082,67,23,"artistsontwitter,digitalart,photography",control,False,281,0.05529319165682802
control_000681,user_7078,user_93051,161,305,2022-01-01,Synthetic control post #681,2025-01-06,en,False,photo,,174,50,19,5488,71,12,artistsontwitter,control,False,255,0.046465014577259475
treatment_000637,user_2516,user_39959,1268,601,2022-01-01,Synthetic treatment post #637,2025-03-20,en,True,photo,,862,220,43,11405,37,39,"aigenerated,syntheticmedia",treatment,True,1164,0.1020604997807979
treatment_000328,user_5132,user_94427,987,151,2022-01-01,Synthetic treatment post #328,2025-02-25,en,True,photo,,470,57,74,10672,134,21,"grokai,aiart",treatment,True,622,0.05828335832083958
treatment_000694,user_2700,user_20074,270,45,2022-01-01,Synthetic treatment post #694,2025-02-28,en,True,photo,,455,100,28,6490,52,10,"aigenerated,aiart",treatment,True,593,0.09137134052388289
treatment_000318,user_6415,user_96016,629,1574,2022-01-01,Synthetic treatment post #318,2025-04-13,en,True,photo,,591,137,68,7773,29,14,"aiart,grokimage",treatment,True,810,0.10420686993438827
control_000427,user_1828,user_82876,339,1849,2022-01-01,Synthetic control post #427,2025-04-23,en,False,photo,,74,15,6,2808,14,7,"photography,digitalart,portrait",control,False,102,0.03632478632478633
control_000764,user_1039,user_23086,189,1967,2022-01-01,Synthetic control post #764,2025-04-05,en,True,photo,,160,50,21,4293,23,12,"photography,digitalart",control,False,243,0.05660377358490566
treatment_000167,user_4721,user_54278,843,893,2022-01-01,Synthetic treatment post #167,2025-01-18,en,True,photo,,114,26,29,4862,66,14,syntheticmedia,treatment,True,183,0.037638831756478815
treatment_000012,user_7848,user_83501,529,1688,2022-01-01,Synthetic treatment post #12,2025-03-13,en,True,photo,,164,47,41,5761,53,7,grokai,treatment,True,259,0.04495747266099635
treatment_000171,user_4329,user_34196,299,286,2022-01-01,Synthetic treatment post #171,2025-01-18,en,True,photo,,826,215,37,11449,111,34,"aiart,syntheticmedia,aigenerated",treatment,True,1112,0.09712638658398114
treatment_000260,user_5693,user_52011,628,578,2022-01-01,Synthetic treatment post #260,2025-03-21,en,True,photo,,983,216,108,12431,60,41,"grokai,syntheticmedia,aigenerated",treatment,True,1348,0.1084385809669375
control_000130,user_4874,user_72852,323,331,2022-01-01,Synthetic control post #130,2025-02-11,en,True,photo,,351,87,49,5339,55,10,"digitalart,artistsontwitter",control,False,497,0.09308859336954486
control_000182,user_2286,user_85345,843,1039,2022-01-01,Synthetic control post #182,2025-04-25,en,True,photo,,226,192,63,9923,85,46,digitalart,control,False,527,0.05310893882898317
control_000431,user_4958,user_90665,474,465,2022-01-01,Synthetic control post #431,2025-01-15,en,True,photo,,189,31,9,2405,16,9,"digitalart,photography",control,False,238,0.09896049896049897
treatment_000138,user_6981,user_96308,100,1802,2022-01-01,Synthetic treatment post #138,2025-04-11,en,True,photo,,676,128,37,10232,73,44,aiart,treatment,True,885,0.08649335418295544
treatment_000549,user_7650,user_84528,1144,466,2022-01-01,Synthetic treatment post #549,2025-02-07,en,True,photo,,220,86,13,5131,19,6,"aigenerated,syntheticmedia,grokai",treatment,True,325,0.06334047943870591
control_000321,user_6345,user_16721,362,1349,2022-01-01,Synthetic control post #321,2025-01-23,en,True,photo,,199,33,18,4183,20,9,"photography,artistsontwitter,digitalart",control,False,259,0.06191728424575663
control_000163,user_6017,user_85785,695,361,2022-01-01,Synthetic control post #163,2025-01-18,en,True,photo,,71,22,11,3039,9,12,"digitalart,artistsontwitter,photography",control,False,116,0.038170450806186244
control_000079,user_2617,user_13629,84,839,2022-01-01,Synthetic control post #79,2025-03-30,en,True,photo,,275,53,58,5904,72,16,"digitalart,portrait,photography",control,False,402,0.06808943089430894
treatment_000558,user_9249,user_10118,248,264,2022-01-01,Synthetic treatment post #558,2025-01-20,en,True,photo,,1327,225,81,22213,213,76,"syntheticmedia,grokai",treatment,True,1709,0.07693692882546256
treatment_000139,user_3976,user_82647,573,1607,2022-01-01,Synthetic treatment post #139,2025-04-22,en,True,photo,,564,98,32,15018,85,56,"aiart,grokimage",treatment,True,750,0.04994007191370355
control_000593,user_5716,user_48422,487,220,2022-01-01,Synthetic control post #593,2025-04-05,en,False,photo,,174,37,41,4194,44,4,"photography,digitalart",control,False,256,0.06103958035288507
control_000712,user_5969,user_85379,377,457,2022-01-01,Synthetic control post #712,2025-02-20,en,True,photo,,340,75,34,4392,20,11,"photography,portrait,artistsontwitter",control,False,460,0.10473588342440801
treatment_000224,user_2479,user_18102,567,1831,2022-01-01,Synthetic treatment post #224,2025-04-21,en,True,photo,,1425,122,80,18140,170,75,"grokai,aiart,grokimage",treatment,True,1702,0.0938257993384785
treatment_000660,user_6984,user_13796,374,766,2022-01-01,Synthetic treatment post #660,2025-02-10,en,True,photo,,1107,236,170,17827,96,29,"aigenerated,grokimage,grokai",treatment,True,1542,0.08649800863858192
treatment_000409,user_1563,user_36571,435,1287,2022-01-01,Synthetic treatment post #409,2025-01-20,en,True,photo,,309,115,51,6817,49,31,"grokimage,syntheticmedia",treatment,True,506,0.07422619920786269
treatment_000325,user_6371,user_62909,528,577,2022-01-01,Synthetic treatment post #325,2025-01-15,en,False,photo,,936,138,29,11773,109,33,"grokimage,aigenerated",treatment,True,1136,0.09649197315892295
control_000739,user_4719,user_90986,222,159,2022-01-01,Synthetic control post #739,2025-02-11,en,False,photo,,78,51,24,2706,22,4,artistsontwitter,control,False,157,0.058019216555801924
treatment_000299,user_4061,user_15962,800,857,2022-01-01,Synthetic treatment post #299,2025-03-07,en,True,photo,,785,228,63,12735,88,23,"grokai,aigenerated",treatment,True,1099,0.08629760502552022
control_000291,user_3712,user_52088,198,606,2022-01-01,Synthetic control post #291,2025-02-23,en,True,photo,,198,98,37,8330,53,25,portrait,control,False,358,0.04297719087635054
control_000032,user_9783,user_58336,539,1619,2022-01-01,Synthetic control post #32,2025-03-01,en,True,photo,,550,66,66,8038,82,36,"artistsontwitter,portrait,photography",control,False,718,0.08932570291117194
treatment_000756,user_7959,user_87115,721,1684,2022-01-01,Synthetic treatment post #756,2025-04-20,en,True,photo,,748,450,71,24329,88,120,aigenerated,treatment,True,1389,0.057092358913231125
control_000788,user_4559,user_74359,195,632,2022-01-01,Synthetic control post #788,2025-02-08,en,False,photo,,530,142,55,7300,26,32,digitalart,control,False,759,0.10397260273972603
treatment_000193,user_3390,user_49621,485,1241,2022-01-01,Synthetic treatment post #193,2025-04-26,en,True,photo,,127,50,20,4579,55,17,aiart,treatment,True,214,0.04673509499890806
control_000194,user_8092,user_37144,471,1943,2022-01-01,Synthetic control post #194,2025-04-02,en,True,photo,,261,35,27,3331,11,16,"artistsontwitter,photography,portrait",control,False,339,0.10177123986790754
treatment_000573,user_4435,user_84849,114,645,2022-01-01,Synthetic treatment post #573,2025-01-30,en,True,photo,,605,103,35,7990,117,22,"grokimage,aiart,grokai",treatment,True,765,0.09574468085106383
treatment_000503,user_1079,user_43035,203,693,2022-01-01,Synthetic treatment post #503,2025-03-15,en,True,photo,,179,65,21,5464,18,13,"grokimage,grokai,aigenerated",treatment,True,278,0.05087847730600293
treatment_000605,user_7399,user_76944,198,1381,2022-01-01,Synthetic treatment post #605,2025-04-04,en,True,photo,,585,156,92,9864,60,15,"aigenerated,syntheticmedia,aiart",treatment,True,848,0.08596918085969181
control_000061,user_6530,user_49471,538,691,2022-01-01,Synthetic control post #61,2025-01-19,en,True,photo,,289,39,21,4452,23,11,"digitalart,artistsontwitter",control,False,360,0.08086253369272237
control_000627,user_2557,user_26699,569,416,2022-01-01,Synthetic control post #627,2025-03-31,en,True,photo,,353,69,33,5208,24,15,"portrait,photography,artistsontwitter",control,False,470,0.09024577572964669
treatment_000003,user_7064,user_40280,588,369,2022-01-01,Synthetic treatment post #3,2025-01-07,en,True,photo,,360,175,56,10064,131,32,"aiart,aigenerated",treatment,True,623,0.06190381558028617
control_000044,user_3597,user_21026,337,1960,2022-01-01,Synthetic control post #44,2025-04-19,en,False,photo,,520,186,90,10799,48,31,"photography,portrait",control,False,827,0.07658116492267802
